Date,Temp,线性回归,二次多项式回归,三次多项式回归,岭回归,随机森林,多层神经元
1981-02-14,22.0,15.96875,19.9296875,22.000000000000036,16.021901617491316,18.829975674626983,14.799099
1981-02-15,22.1,16.15625,19.6875,22.099999999999874,16.130029920392097,19.565228002574187,15.350891
1981-02-16,21.2,15.84375,20.1484375,21.200000000000166,16.005432645421564,19.46299848618449,14.893944
1981-02-17,18.4,15.53125,19.8828125,18.39999999999995,15.691141451923789,18.224473452227762,14.589234
1981-02-18,16.6,15.59375,17.5234375,16.59999999999979,15.779999283060768,17.50994023079787,14.324652
1981-02-19,16.1,15.53125,17.0234375,16.09999999999992,15.670096803185274,17.040556343309646,14.244455
1981-02-20,15.7,15.65625,18.3828125,15.700000000000028,15.703931235916649,17.4330222492567,14.271622
1981-02-21,16.6,15.15625,18.1328125,16.599999999999447,15.408546987421602,17.049495559295835,14.234892
1981-02-22,16.5,14.875,16.484375,16.50000000000015,15.035060264563777,15.567824871530643,15.478539
1981-02-23,14.4,15.5,14.6953125,14.399999999999721,15.609546161961028,15.604549977712852,15.347299
1981-02-24,14.4,15.375,16.0234375,14.40000000000013,15.503352033568783,15.588280946593624,15.11593
1981-02-25,18.5,15.875,16.3671875,18.499999999999872,16.05054339454437,16.47683455166295,14.856348
1981-02-26,16.9,15.375,15.9375,16.89999999999985,15.47559176953151,16.185814184150114,14.700319
1981-02-27,17.5,15.25,17.640625,17.499999999999947,15.401786101418212,16.155241324918638,14.670892
1981-02-28,21.2,15.5,19.8046875,21.200000000000284,15.749686984347417,15.782673571032376,14.55684
1981-03-01,17.8,15.15625,15.765625,17.800000000000303,15.047328528964908,16.818658854028975,13.904885
1981-03-02,18.6,15.59375,16.8046875,18.600000000000104,15.427610675839192,16.865217984153386,14.334497
1981-03-03,17.0,15.09375,16.5703125,17.000000000000018,15.05551642785878,16.04852482474911,14.196972
1981-03-04,16.0,15.53125,14.9140625,15.999999999999957,15.364326744483941,15.624756526722566,14.080689
1981-03-05,13.3,15.03125,15.109375,13.299999999999958,14.85801217694033,15.302728391553636,14.035527
1981-03-06,14.3,15.28125,16.46875,14.29999999999994,15.234958098201034,15.910972921802486,14.006901
1981-03-07,11.4,15.21875,12.734375,11.39999999999992,15.197711673449415,16.250269794648737,13.452701
1981-03-08,16.3,14.90625,13.8203125,16.30000000000034,14.761956366602162,15.806103612702577,13.48083
1981-03-09,16.1,15.03125,16.0390625,16.100000000000342,14.888559381584587,15.772859038160158,13.796404
1981-03-10,11.8,15.09375,13.1484375,11.800000000000107,14.987159573987519,13.562430419283963,13.51271
1981-03-11,12.2,15.15625,10.8359375,12.200000000000065,15.017247572279482,13.449058519022376,13.58773
1981-03-12,14.7,15.03125,12.765625,14.700000000000014,14.83749338261451,13.84538336317204,13.356985
1981-03-13,11.8,14.59375,11.75,11.799999999999988,14.490691325713227,13.983023231957002,13.200077
1981-03-14,11.3,15.09375,13.4921875,11.299999999999798,15.132734981380171,14.866603287914245,12.920458
1981-03-15,10.6,15.28125,12.9140625,10.600000000000103,15.240863284280955,13.659497546287094,13.373563
1981-03-16,11.7,14.96875,13.5234375,11.699999999999886,15.116266009310419,14.560212089540554,12.976502
1981-03-17,14.2,14.65625,13.8984375,14.19999999999964,14.801974815812647,13.939769023261874,12.621136
1981-03-18,11.2,14.71875,13.0546875,11.199999999999825,14.890832646949626,13.827474205849496,12.414233
1981-03-19,16.9,14.65625,14.2578125,16.899999999999977,14.780930167074132,14.716585889855219,12.375302
1981-03-20,16.7,14.78125,14.84375,16.700000000000074,14.814764599805507,14.908528064245418,12.395903
1981-03-21,8.1,14.28125,13.25,8.100000000000204,14.51938035131046,14.79359950301062,12.553411
1981-03-22,8.0,14.0,12.5234375,7.999999999999992,14.145893628452635,12.195271012056864,13.632755
1981-03-23,8.8,14.625,11.9765625,8.799999999999965,14.720379525849884,12.825416181886999,13.369628
1981-03-24,13.4,14.5,13.28125,13.399999999999846,14.614185397457641,13.128507876018807,13.152947
1981-03-25,10.9,15.0,10.9765625,10.899999999999954,15.161376758433226,13.445192988444164,12.929922
1981-03-26,13.4,14.5,11.9765625,13.399999999999725,14.586425133420367,13.573163996811704,12.824442
1981-03-27,11.0,14.375,12.6171875,10.999999999999776,14.512619465307068,13.398956545939207,12.792543
1981-03-28,15.0,14.625,13.3203125,14.999999999999666,14.860520348236275,13.748821532870103,12.928777
1981-03-29,15.7,14.8125,12.4453125,15.70000000000002,14.988624951485532,12.744879658833709,12.642156
1981-03-30,14.5,15.0625,11.8828125,14.500000000000089,15.275792134333296,13.241672396883551,12.713142
1981-03-31,15.8,14.90625,12.2734375,15.800000000000107,15.014142007799723,12.925224553097559,12.444122
1981-04-01,16.7,12.96875,15.15625,16.69999999999998,12.835512994948669,13.226266473006241,12.815764
1981-04-02,16.8,13.09375,15.1640625,16.80000000000031,12.946343799608455,13.202265617774522,12.704861
1981-04-03,17.5,12.46875,15.9375,17.49999999999988,12.4337459122313,13.099463245620887,12.630412
1981-04-04,17.1,12.65625,14.4609375,17.099999999999813,12.623015456551126,12.130206821397069,11.987555
1981-04-05,18.1,12.09375,15.0234375,18.100000000000048,12.020831181421535,11.927105634919588,11.463377
1981-04-06,16.6,12.59375,15.890625,16.59999999999964,12.580170286317,12.809935415541855,11.857959
1981-04-07,10.0,12.84375,12.6640625,10.000000000000298,12.682816498221081,12.277174728586763,11.719893
1981-04-08,14.9,12.78125,12.609375,14.900000000000231,12.550140832585923,12.379507674747305,11.906827
1981-04-09,15.9,12.5625,14.0390625,15.900000000000357,12.40729250535385,12.2236854886496,11.893983
1981-04-10,13.0,12.46875,11.9609375,13.000000000000018,12.365389058360039,12.044718788201862,11.936394
1981-04-11,7.6,12.25,12.0625,7.600000000000003,12.275936284346669,11.649328079640219,11.44167
1981-04-12,11.5,12.09375,13.234375,11.50000000000012,12.000312387095715,11.963715743423077,11.374268
1981-04-13,13.5,11.90625,13.9453125,13.5,11.835903513829193,12.639666917860108,11.828785
1981-04-14,13.0,12.71875,14.0703125,13.00000000000029,12.617839806151837,12.738679869313243,11.548007
1981-04-15,13.3,13.09375,13.125,13.299999999999812,13.029047750264718,13.348022108760508,12.160634
1981-04-16,12.1,12.46875,9.8828125,12.100000000000266,12.634999133079683,10.96141327830515,10.835612
1981-04-17,12.4,11.96875,11.40625,12.399999999999718,12.180204300185167,10.930470586965676,10.839514
1981-04-18,13.2,11.84375,11.3359375,13.199999999999784,12.149521359016813,10.5761739480751,10.898817
1981-04-19,13.8,11.78125,10.6328125,13.799999999999944,11.943749171555337,10.256856394476856,10.354734
1981-04-20,10.6,12.09375,9.90625,10.59999999999987,12.159976787921472,10.186823551157929,10.601404
1981-04-21,9.0,11.90625,9.9609375,8.999999999999543,12.004485176082126,10.134615334118399,10.629988
1981-04-22,10.0,11.84375,10.1640625,10.000000000000078,11.934078094436396,10.138356021609734,11.379151
1981-04-23,9.8,12.125,10.0703125,9.800000000000209,12.239112649619148,10.270129241225282,11.25469
1981-04-24,11.5,11.84375,11.6484375,11.499999999999831,11.992414881830161,10.779404771898733,11.187774
1981-04-25,8.9,12.09375,10.0859375,8.899999999999944,12.420065470500413,10.862668845370964,11.586728
1981-04-26,7.4,11.625,9.5234375,7.399999999999816,11.749244137901572,10.092433369082997,11.207655
1981-04-27,9.9,11.6875,12.140625,9.900000000000034,11.857831653423034,9.929681284908384,11.037815
1981-04-28,9.3,12.25,12.2265625,9.300000000000283,12.34562517300794,9.970439315330275,10.827328
1981-04-29,9.9,12.65625,11.1328125,9.900000000000183,12.776809417469293,9.909794608425193,10.637207
1981-04-30,7.4,12.5625,10.3125,7.400000000000137,12.79452525810256,9.864469248114762,10.553254
1981-05-01,8.6,10.71875,11.2109375,8.599999999999834,10.563994569695348,10.569585242592453,11.176639
1981-05-02,11.9,10.78125,12.2578125,11.900000000000047,10.762494535675916,10.24650769948161,10.491874
1981-05-03,14.0,10.03125,12.71875,14.000000000000135,10.06696878213304,10.12462236570725,9.924833
1981-05-04,8.6,10.59375,11.7109375,8.6000000000001,10.438020507346584,10.785202114518704,10.292578
1981-05-05,10.0,10.28125,11.3984375,9.999999999999783,10.159267737779457,10.449259237432786,10.258527
1981-05-06,13.5,10.71875,12.546875,13.500000000000298,10.656365434086537,10.377051948566304,10.178726
1981-05-07,12.0,10.71875,9.3828125,12.00000000000017,10.531449848014137,9.906521685253379,10.068011
1981-05-08,10.5,10.5,8.65625,10.500000000000158,10.278622407332602,9.70881119709146,10.448137
1981-05-09,10.7,10.21875,10.0078125,10.700000000000195,10.223443241421311,9.63855708183862,9.923131
1981-05-10,8.1,10.03125,8.796875,8.09999999999972,9.99861192826178,9.307660623636604,9.700276
1981-05-11,10.1,10.21875,9.25,10.099999999999564,10.090941335142126,9.680719553886293,10.274029
1981-05-12,10.6,10.34375,9.4765625,10.600000000000112,10.138748943453635,9.682403338322114,9.978101
1981-05-13,5.3,10.0,10.203125,5.299999999999406,9.91209866159873,9.564524210950237,9.622315
1981-05-14,6.6,10.59375,10.4140625,6.6000000000000885,10.466473155944893,9.56053593047454,9.374374
1981-05-15,8.5,10.84375,8.9609375,8.500000000000153,10.757529325011397,9.197267552199333,10.112276
1981-05-16,11.2,10.15625,8.3671875,11.200000000000017,10.451149869147144,8.930197164753567,9.561686
1981-05-17,9.8,9.59375,8.9921875,9.80000000000022,9.813427170086907,8.727786253580952,9.096442
1981-05-18,5.9,9.78125,8.921875,5.899999999999906,9.96452640981227,8.611052946454885,9.035917
1981-05-19,3.2,9.96875,9.4140625,3.1999999999999735,10.08218572791326,8.698071867942033,8.588036
1981-05-20,2.1,10.15625,7.6484375,2.0999999999998566,10.23617193569101,8.64307225833055,8.469495
1981-05-21,3.4,9.75,6.8046875,3.4000000000002366,9.85311852587518,8.647001094312277,8.477211
1981-05-22,5.4,9.5625,6.3671875,5.399999999999588,9.662559669183075,8.702419940877181,9.490237
1981-05-23,9.6,9.8125,8.0625,9.600000000000092,10.05526338568661,9.258640049974845,10.160212
1981-05-24,11.5,9.46875,9.0546875,11.500000000000242,9.625637751731901,9.325544807611815,9.698075
1981-05-25,12.3,10.0625,8.1015625,12.299999999999965,10.23507052129587,9.200158765941913,9.511544
1981-05-26,12.6,9.8125,9.9296875,12.600000000000172,9.887680694259494,9.37794620457174,9.185901
1981-05-27,11.0,9.78125,9.71875,11.00000000000034,9.934026801192573,9.40892717874407,8.951474
1981-05-28,11.2,10.09375,9.3359375,11.20000000000011,10.194258522800997,9.500647263834983,8.873936
1981-05-29,11.4,10.375,10.2890625,11.399999999999626,10.505290992215972,9.583482788035015,8.810521
1981-05-30,11.8,10.25,9.734375,11.800000000000203,10.610675994170021,9.871607197396917,9.480043
1981-05-31,12.8,9.875,7.78125,12.80000000000053,10.025594362073983,9.75345788871931,8.857311
1981-06-01,11.6,8.15625,9.7734375,11.600000000000378,8.055846654945945,8.165178431503557,9.14995
1981-06-02,10.6,8.46875,9.6015625,10.59999999999972,8.394239257582212,8.005019133357424,9.000588
1981-06-03,9.8,7.96875,10.1875,9.799999999999901,8.001793145251433,7.7757507154658345,8.8766365
1981-06-04,11.2,8.21875,10.09375,11.199999999999964,8.103393528250479,7.512427965436328,8.810096
1981-06-05,5.7,7.78125,8.046875,5.699999999999948,7.684137119286607,7.23118577510775,8.737814
1981-06-06,7.1,7.90625,7.7890625,7.099999999999979,8.061694043288353,7.006258915462386,8.229938
1981-06-07,2.5,7.84375,6.0546875,2.5000000000000657,7.840908749629972,6.9235701138800145,7.7943
1981-06-08,3.5,7.90625,7.71875,3.4999999999995124,7.770474492583198,7.286019860230299,8.640884
1981-06-09,4.6,7.96875,9.0234375,4.600000000000094,7.855187963327607,7.291117407719408,8.254427
1981-06-10,11.0,7.96875,8.859375,10.999999999999831,7.933436291380173,7.2616723206033145,8.078671
1981-06-11,5.7,7.84375,6.890625,5.699999999999958,7.756314356046019,7.201589441464916,7.993991
1981-06-12,7.7,7.78125,6.578125,7.699999999999949,7.663618324960786,7.1595214071844895,7.971425
1981-06-13,10.4,7.21875,6.9765625,10.399999999999672,7.317427270800547,7.117371596989411,7.6101055
1981-06-14,11.4,7.78125,8.546875,11.400000000000333,7.775932057560729,7.092224242493533,7.74757
1981-06-15,9.2,8.28125,9.546875,9.199999999999736,8.249381410261993,7.236449496600237,8.781307
1981-06-16,6.1,7.90625,5.8046875,6.099999999999708,8.082894591053439,7.215382036795206,7.4929457
1981-06-17,2.7,7.53125,5.609375,2.7000000000000917,7.7482515332053,7.112309265727302,7.3837366
1981-06-18,4.3,7.40625,5.90625,4.3000000000001455,7.629899430716165,7.091853020717407,7.344987
1981-06-19,6.3,7.46875,5.296875,6.299999999999729,7.607055109420409,7.088383074598396,7.4370794
1981-06-20,3.8,7.40625,5.1328125,3.8000000000001375,7.641500544892827,7.077905375163718,8.098736
1981-06-21,4.4,6.96875,6.65625,4.400000000000064,7.162577427491015,7.008025649891041,8.061394
1981-06-22,7.1,7.03125,5.8359375,7.1000000000001275,7.154411754433671,7.094448830664524,8.322369
1981-06-23,4.8,7.5625,5.2734375,4.800000000000274,7.687008107592905,7.089063625691129,7.9060106
1981-06-24,5.8,7.40625,6.109375,5.799999999999893,7.560462114850295,7.0950593601498095,7.5845175
1981-06-25,6.2,7.6875,4.8203125,6.1999999999998945,7.900443542199765,7.126925871663206,7.5178566
1981-06-26,7.3,7.3125,6.8359375,7.30000000000021,7.412550075766644,7.1122539697692115,7.6330967
1981-06-27,9.2,7.0,7.6015625,9.200000000000049,7.339355410394389,7.107250070750861,8.2270155
1981-06-28,10.2,7.3125,7.4140625,10.20000000000012,7.5037174244168305,7.0875247546633,7.8581715
1981-06-29,9.5,7.84375,7.5546875,9.499999999999854,7.997143077466568,7.3338517237717005,7.836478
1981-06-30,9.5,8.0,7.3984375,9.499999999999789,8.242420716076317,7.335115503622643,7.3929777
1981-07-01,10.7,7.65625,10.1484375,10.699999999999884,7.525560261826706,7.905462609293485,8.005003
1981-07-02,10.0,7.78125,9.0703125,10.000000000000345,7.636391066486491,7.786773275306819,7.971508
1981-07-03,6.5,7.15625,9.015625,6.5000000000005,7.123793179109336,7.458185211908649,8.023562
1981-07-04,7.0,7.28125,7.2734375,7.000000000000326,7.313062723429164,6.957089353258089,7.1769056
1981-07-05,7.4,6.78125,7.2109375,7.400000000000197,6.710878448299571,6.826889421087248,6.937827
1981-07-06,8.1,7.28125,9.984375,8.100000000000188,7.270217553195036,7.303179005721916,7.5024977
1981-07-07,6.6,7.53125,7.96875,6.600000000000458,7.372863765099117,7.243896292596933,7.2606773
1981-07-08,8.3,7.46875,9.875,8.29999999999994,7.240188099463959,7.181981523860729,7.423295
1981-07-09,8.9,7.21875,9.78125,8.900000000000192,7.097339772231885,7.188072375181945,7.446002
1981-07-10,4.6,7.125,5.9296875,4.600000000000056,7.055436325238075,7.045393120620511,7.684676
1981-07-11,6.8,6.90625,5.5703125,6.799999999999878,6.965983551224704,6.948252534902539,6.56295
1981-07-12,5.7,6.78125,5.7421875,5.700000000000134,6.69035965397375,6.950453525456594,7.208762
1981-07-13,6.1,6.59375,7.0078125,6.099999999999923,6.525950780707229,7.091545351750734,7.545475
1981-07-14,7.0,7.40625,7.3203125,6.999999999999911,7.307887073029873,7.126961829909771,7.1673183
1981-07-15,7.2,7.78125,7.6953125,7.200000000000175,7.719095017142754,7.153501186205165,7.233989
1981-07-16,6.3,7.15625,6.90625,6.299999999999892,7.325046399957719,7.13209194994479,7.2061768
1981-07-17,8.8,6.65625,6.828125,8.799999999999342,6.870251567063203,7.024654053161239,7.358712
1981-07-18,5.0,6.53125,7.0625,4.999999999999666,6.839568625894849,6.9913964377480315,7.7389574
1981-07-19,7.4,6.46875,6.640625,7.399999999999164,6.6337964384333725,6.943402208350133,7.2497387
1981-07-20,10.1,6.78125,7.1953125,10.099999999999373,6.850024054799508,7.033400839272705,7.3755245
1981-07-21,12.0,6.59375,7.53125,12.000000000000231,6.69453244296016,7.02186269024646,7.2685423
1981-07-22,9.0,6.53125,5.921875,8.99999999999963,6.624125361314432,7.016654511536085,7.40361
1981-07-23,8.9,6.8125,5.78125,8.900000000000002,6.929159916497184,7.0039011601038155,7.447734
1981-07-24,9.8,6.53125,5.4609375,9.800000000000132,6.682462148708197,7.012221484686564,7.635516
1981-07-25,9.0,6.78125,4.6953125,8.999999999999883,7.110112737378449,7.033674548578976,7.5768623
1981-07-26,9.2,6.28125,6.2109375,9.199999999999505,6.439291404779608,6.967167737789106,7.5987186
1981-07-27,7.7,6.375,8.453125,7.699999999999785,6.547878920301071,7.093896359388157,7.6940928
1981-07-28,8.0,6.9375,8.9921875,7.999999999999901,7.035672439885976,7.156419674174746,7.3894377
1981-07-29,6.1,7.34375,9.6015625,6.099999999999707,7.466856684347329,7.253470733903172,7.2514906
1981-07-30,3.5,7.25,7.2265625,3.499999999999936,7.484572524980596,7.230764976386842,7.28257
1981-07-31,3.2,6.9375,8.4921875,3.2000000000000233,7.082418759050278,7.200434330529099,7.4204445
1981-08-01,5.7,8.46875,7.1328125,5.699999999999761,8.448652734714061,7.828631255448608,7.6742516
1981-08-02,7.7,8.53125,8.078125,7.700000000000003,8.463613831787866,7.991901977545317,7.6944475
1981-08-03,9.0,8.15625,9.7421875,8.9999999999997,8.133409128045471,7.952751579040163,8.204123
1981-08-04,10.0,8.59375,8.9921875,9.99999999999987,8.462571309020998,7.747731755075556,8.057021
1981-08-05,6.2,8.28125,7.6640625,6.199999999999984,8.163466675103503,7.665770083181575,7.9293203
1981-08-06,6.9,8.46875,8.0,6.899999999999756,8.45335443778447,7.640934336095451,7.9015665
1981-08-07,6.5,8.53125,5.890625,6.500000000000291,8.415497010291807,7.502460104467685,7.9309454
1981-08-08,6.8,8.21875,5.9765625,6.800000000000241,8.163280572351315,7.354900555489195,7.7098627
1981-08-09,7.0,7.96875,7.46875,7.0000000000000915,7.9245625375332605,7.288030901534249,7.937256
1981-08-10,5.2,8.125,6.46875,5.20000000000006,8.06505227417421,7.475225285254302,8.177797
1981-08-11,3.0,8.21875,4.4921875,3.000000000000062,8.115492136816538,7.443461833756994,7.643361
1981-08-12,5.6,8.28125,4.6171875,5.600000000000104,8.142947880777683,7.444457528499382,7.347746
1981-08-13,7.9,7.78125,6.21875,7.899999999999729,7.709087665296662,7.462419015382445,7.139166
1981-08-14,9.0,8.46875,7.8984375,8.999999999999732,8.350520318222562,7.506799272595137,7.0666666
1981-08-15,8.6,8.53125,8.6171875,8.60000000000015,8.64218749003011,7.582225429323509,7.234144
1981-08-16,10.3,7.96875,8.796875,10.299999999999807,8.152269165259092,7.567981735066905,8.242507
1981-08-17,10.5,7.71875,8.5625,10.50000000000027,7.879867515999338,7.481431138250158,8.183484
1981-08-18,7.6,7.84375,6.7109375,7.5999999999995556,7.989077211486684,7.473578195276483,7.996497
1981-08-19,9.7,7.96875,7.21875,9.700000000000275,8.086384665237304,7.463752624550645,7.9488087
1981-08-20,12.5,7.96875,8.625,12.499999999999797,8.033160939388942,7.442978412838373,8.02706
1981-08-21,7.4,7.65625,6.0390625,7.39999999999964,7.73716568815285,7.460120298057522,8.046374
1981-08-22,7.9,7.3125,5.3984375,7.900000000000204,7.547217834201788,7.512365589243407,8.229785
1981-08-23,3.9,7.59375,5.125,3.8999999999998236,7.756382681798558,7.4353988124708925,8.778874
1981-08-24,6.6,7.5625,6.3125,6.599999999999813,7.692078097644332,7.464366606816307,8.504525
1981-08-25,4.6,8.09375,7.7421875,4.60000000000027,8.259621322970284,7.516904932160714,8.266523
1981-08-26,7.0,7.8125,8.2421875,7.000000000000137,7.8918796315835404,7.501039925118964,8.137662
1981-08-27,6.0,7.5625,6.4609375,5.99999999999982,7.731015804890504,7.46409175677742,8.120204
1981-08-28,5.5,8.0,8.4453125,5.50000000000046,8.078305685078666,7.569750732263027,8.354861
1981-08-29,8.1,8.125,9.6796875,8.09999999999991,8.389949157234685,7.718051744045665,8.304793
1981-08-30,5.5,8.03125,6.0703125,5.500000000000106,8.311795290281971,7.533033674006224,8.37998
1981-08-31,6.2,7.96875,7.0390625,6.199999999999866,8.092034707986413,7.623488686636262,8.50013
1981-09-01,8.0,9.90625,10.0390625,8.00000000000003,9.743673583391955,9.185923291285174,9.34041
1981-09-02,10.3,10.21875,12.703125,10.300000000000002,10.061714321677856,9.275616939768714,9.191483
1981-09-03,9.8,9.53125,12.125,9.800000000000118,9.462058275720961,9.188299320759537,9.128511
1981-09-04,9.6,9.84375,10.4375,9.600000000000046,9.650716817299745,9.04608002833191,9.18521
1981-09-05,8.5,9.21875,8.875,8.500000000000226,9.232071411076918,8.747060524144793,8.386802
1981-09-06,7.5,9.40625,8.0078125,7.49999999999994,9.426089466171902,8.247334678822249,8.576673
1981-09-07,11.2,9.71875,8.203125,11.199999999999905,9.570625222314,9.123507450609578,9.162792
1981-09-08,14.6,9.6875,10.4921875,14.599999999999955,9.458301421029208,9.3139142971296,9.119057
1981-09-09,11.7,9.71875,12.8515625,11.700000000000221,9.52266302742325,9.343047641037549,8.969835
1981-09-10,7.8,9.5,10.0390625,7.800000000000194,9.393701421849702,9.317329587884775,8.895429
1981-09-11,12.3,9.4375,11.4453125,12.299999999999851,9.303637645095286,9.312884233699437,8.291312
1981-09-12,10.1,9.28125,10.28125,10.099999999999868,9.211552616751096,9.115342340959332,7.6938057
1981-09-13,11.5,8.71875,7.59375,11.500000000000071,8.681822693684094,8.51862176602895,8.857481
1981-09-14,7.3,9.65625,7.796875,7.299999999999802,9.505648530244756,9.022344405556694,8.812798
1981-09-15,10.9,10.03125,9.8671875,10.899999999999842,9.937208338708004,9.271533816440765,8.984102
1981-09-16,14.1,9.65625,12.40625,14.099999999999755,9.750369655149083,9.463648374496275,9.228965
1981-09-17,10.7,9.03125,11.5234375,10.699999999999948,9.208516663674828,9.486346802457309,9.347568
1981-09-18,16.9,9.03125,12.421875,16.899999999999764,9.177222719765432,9.464174561011781,9.495898
1981-09-19,10.5,8.90625,12.265625,10.500000000000076,9.15498940121072,9.1929747735788,9.5222025
1981-09-20,6.5,8.90625,8.8203125,6.499999999999803,9.005895967776373,8.586772759371772,9.164951
1981-09-21,11.0,8.8125,9.0078125,10.999999999999684,8.892293900175044,9.132650413796204,8.935832
1981-09-22,6.3,8.78125,9.8203125,6.299999999999693,8.842238682879682,9.26793902819889,9.622563
1981-09-23,10.5,9.28125,9.2890625,10.499999999999702,9.35448317168855,9.317201502175822,9.582747
1981-09-24,7.2,8.90625,10.078125,7.199999999999745,9.020727245319822,9.313714368555367,9.6425705
1981-09-25,7.6,9.3125,12.0234375,7.599999999999845,9.447766831249032,9.30745682969842,9.761414
1981-09-26,10.7,8.75,11.0390625,10.699999999999891,8.960484367556955,9.053807484339453,9.19445
1981-09-27,7.8,8.5,11.6015625,7.7999999999998995,8.703750833277937,8.513978232384465,9.672536
1981-09-28,9.6,9.15625,11.6953125,9.59999999999949,9.23343389710086,9.292597974546,9.763504
1981-09-29,11.4,9.59375,11.1953125,11.399999999999682,9.684970005912579,9.451641193088014,9.56454
1981-09-30,12.4,9.71875,10.9453125,12.399999999999753,9.909895780171961,9.470580328385559,9.490495
1981-10-01,8.9,11.03125,10.171875,8.900000000000247,10.962669517448136,10.049194105397037,10.61283
